date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
20120719,6.0,5.5,204.0,19.0,16.7,13.1,0.2,101080.0,0.0
20120720,6.0,3.8,175.0,20.7,15.7,12.4,2.0,101660.0,0.0
20120721,5.0,7.3,231.0,23.3,16.2,11.7,0.0,102390.0,0.0
20120722,2.0,13.5,311.0,27.4,18.0,12.6,0.0,102670.0,0.0
20120723,0.0,14.4,321.0,28.9,20.0,12.6,0.0,102280.0,0.0
20120724,0.0,14.4,320.0,30.2,21.8,14.7,0.0,101800.0,0.0
20120725,1.0,11.6,285.0,27.4,23.3,16.4,0.0,101660.0,0.0
20120726,0.0,13.5,307.0,24.8,21.8,16.2,0.0,101790.0,0.0
20120727,6.0,0.4,95.0,21.6,20.5,16.1,0.0,101260.0,0.0
20120728,4.0,7.2,224.0,18.9,18.1,14.5,0.0,101080.0,0.0
20120729,3.0,7.7,230.0,20.7,15.0,11.0,1.6,101180.0,0.0
20120730,3.0,10.2,263.0,20.8,15.3,9.8,3.8,101530.0,0.0
20120731,6.0,0.5,96.0,23.6,15.8,10.8,0.2,101440.0,0.0
20120801,5.0,2.1,136.0,22.8,18.2,12.8,0.4,100920.0,0.0
20120802,6.0,6.6,211.0,23.0,18.9,14.9,0.0,101040.0,0.0
20120803,2.0,9.8,253.0,21.3,17.9,12.8,2.2,101240.0,0.0
20120804,5.0,5.5,193.0,21.5,17.8,14.2,1.8,100970.0,0.0
20120805,4.0,6.3,204.0,22.3,17.0,12.5,1.2,100710.0,0.0
20120806,7.0,4.7,179.0,20.3,18.5,14.7,2.4,100950.0,0.0
20120807,6.0,1.0,107.0,23.7,15.7,11.0,1.0,101980.0,0.0
20120808,5.0,4.0,166.0,26.3,19.2,14.7,0.2,102270.0,0.0
20120809,1.0,11.2,264.0,26.9,19.8,13.2,0.0,102570.0,0.0
20120810,2.0,10.5,254.0,24.1,20.9,14.8,0.0,102590.0,0.0
20120811,1.0,10.0,247.0,26.9,19.4,14.7,0.0,102050.0,0.0
20120812,3.0,7.8,217.0,23.8,21.1,15.3,0.0,101200.0,0.0
20120813,7.0,0.8,98.0,25.1,19.2,14.6,2.8,101100.0,0.0
20120814,5.0,8.7,227.0,23.0,21.2,17.3,0.0,101100.0,0.0
20120815,4.0,1.5,113.0,22.9,20.5,18.0,0.8,100620.0,0.0
20120816,4.0,3.9,157.0,28.5,19.4,15.9,0.0,101410.0,0.0
20120817,4.0,6.7,197.0,30.3,23.2,17.9,0.0,101360.0,0.0
20120818,1.0,12.5,266.0,30.5,24.4,18.4,0.0,101390.0,0.0
20120819,1.0,11.0,248.0,25.5,24.0,17.4,0.0,101530.0,0.0
20120820,3.0,5.0,170.0,22.2,21.2,16.8,0.0,101940.0,0.0
20120821,6.0,1.7,113.0,23.4,19.1,16.0,0.2,101760.0,0.0
20120822,4.0,6.9,193.0,22.4,18.2,12.9,0.0,101740.0,0.0
20120823,6.0,6.2,183.0,20.8,17.5,12.6,0.0,101420.0,0.0
20120824,8.0,0.8,90.0,22.5,17.3,13.7,1.0,100480.0,0.0
20120825,7.0,2.8,130.0,21.5,19.0,15.4,16.4,100130.0,0.0
20120826,4.0,6.7,186.0,22.6,17.2,12.9,0.0,101510.0,0.0
20120827,5.0,3.1,133.0,24.2,16.9,11.2,2.2,101370.0,0.0
20120828,4.0,9.7,219.0,21.0,19.1,13.9,0.0,101300.0,0.0
20120829,4.0,3.3,134.0,18.1,17.1,13.2,3.8,101240.0,0.0
20120830,5.0,2.5,120.0,18.8,15.7,13.3,0.0,101690.0,0.0
20120831,3.0,9.3,209.0,22.8,12.4,5.9,0.0,102900.0,0.0
20120901,6.0,2.0,105.0,18.8,17.9,13.0,0.0,102600.0,0.0
20120902,5.0,0.0,55.0,24.7,15.7,12.5,0.0,102470.0,0.0
20120903,2.0,10.2,206.0,25.1,19.5,14.2,0.0,102570.0,0.0
20120904,4.0,6.0,158.0,20.7,19.4,13.6,0.0,102370.0,0.0
20120905,1.0,12.3,223.0,21.7,15.9,11.1,0.0,102720.0,0.0
20120906,0.0,11.1,210.0,26.4,15.0,8.3,0.0,102820.0,0.0
20120907,0.0,12.4,220.0,27.3,18.5,10.6,0.0,102450.0,0.0
20120908,0.0,11.8,213.0,28.3,18.4,9.5,0.0,102040.0,0.0
20120909,1.0,9.5,189.0,21.5,19.0,9.7,0.0,101150.0,0.0
20120910,7.0,1.8,93.0,19.0,18.9,16.3,0.0,101000.0,0.0
20120911,4.0,6.8,157.0,19.0,16.6,14.1,0.0,101270.0,0.0
20120912,4.0,3.4,115.0,19.2,13.0,7.0,2.0,101480.0,0.0
20120913,2.0,10.1,188.0,21.0,13.1,6.9,0.0,101900.0,0.0
20120914,5.0,5.0,133.0,22.9,16.8,12.5,0.0,101370.0,0.0
20120915,1.0,10.9,191.0,18.9,15.6,8.3,0.0,101730.0,0.0
20120916,6.0,2.5,98.0,19.5,16.0,13.1,0.0,101310.0,0.0
20120917,6.0,4.2,119.0,18.1,16.3,13.1,0.0,101240.0,0.0
20120918,2.0,8.5,164.0,17.8,14.7,11.3,0.0,101390.0,0.0
20120919,2.0,10.3,178.0,17.8,12.1,6.3,0.0,102210.0,0.0
20120920,4.0,3.2,103.0,16.8,13.3,8.7,0.0,102070.0,0.0
20120921,4.0,0.1,49.0,16.8,13.5,10.2,1.0,101550.0,0.0
20120922,1.0,9.6,167.0,15.0,11.5,6.1,0.0,101960.0,0.0
20120923,5.0,0.0,43.0,16.0,11.7,8.4,21.8,100850.0,0.0
20120924,6.0,1.1,69.0,17.1,13.2,10.4,8.0,98920.0,0.0
20120925,3.0,7.6,143.0,16.0,13.3,9.5,1.2,98860.0,0.0
20120926,7.0,2.3,85.0,17.5,12.9,9.7,2.2,99230.0,0.0
20120927,6.0,4.3,108.0,18.1,14.1,10.7,0.6,100720.0,0.0
20120928,5.0,1.6,73.0,16.7,13.3,8.5,0.2,101300.0,0.0
20120929,1.0,8.7,146.0,18.1,12.7,8.6,0.0,101830.0,0.0
20120930,5.0,1.6,71.0,17.3,12.1,6.1,4.2,101870.0,0.0
20121001,6.0,2.7,85.0,17.9,15.2,13.0,2.6,101190.0,0.0
20121002,6.0,2.8,85.0,15.1,14.4,10.9,1.2,100970.0,0.0
20121003,7.0,1.6,69.0,16.4,13.1,11.0,4.6,100560.0,0.0
20121004,3.0,7.5,128.0,15.8,11.4,6.4,6.2,100820.0,0.0
20121005,8.0,1.1,60.0,15.3,13.2,10.5,17.6,100700.0,0.0
20121006,4.0,7.9,128.0,13.8,11.4,7.5,0.2,101300.0,0.0
20121007,3.0,3.2,84.0,12.7,9.3,4.7,0.0,101790.0,0.0
20121008,8.0,0.0,34.0,14.3,9.9,7.0,2.8,101300.0,0.0
20121009,6.0,3.8,87.0,15.4,11.5,8.7,0.0,101610.0,0.0
20121010,7.0,2.8,76.0,15.7,11.8,8.1,0.0,101500.0,0.0
20121011,8.0,0.0,32.0,14.8,12.3,8.9,7.8,100370.0,0.0
20121012,5.0,6.4,106.0,13.5,12.3,9.7,0.0,100580.0,0.0
20121013,4.0,4.1,85.0,12.9,9.6,5.6,0.8,100480.0,0.0
20121014,1.0,7.7,113.0,14.2,7.4,1.9,0.0,100270.0,0.0
20121015,6.0,0.6,44.0,15.9,8.6,2.9,1.4,100240.0,0.0
20121016,4.0,7.3,107.0,17.5,12.1,8.3,12.0,100090.0,0.0
20121017,5.0,6.2,98.0,17.0,12.7,7.8,1.6,99770.0,0.0
20121018,7.0,2.9,69.0,13.6,14.6,12.1,0.2,100200.0,0.0
20121019,8.0,0.0,28.0,14.1,12.4,11.2,8.2,100780.0,0.0
20121020,7.0,0.3,36.0,13.6,11.3,8.4,5.2,101630.0,0.0
20121021,8.0,0.0,27.0,14.9,11.5,9.3,0.8,101810.0,0.0
20121022,8.0,0.0,27.0,13.8,12.8,10.7,0.2,102020.0,0.0
20121023,8.0,0.0,26.0,16.9,12.9,11.9,0.0,102380.0,0.0
20121024,6.0,1.6,50.0,13.3,14.4,11.9,0.0,101960.0,0.0
20121025,8.0,0.0,25.0,9.1,13.1,12.9,0.4,101650.0,0.0
20121026,7.0,0.0,25.0,9.1,8.6,8.0,0.2,101280.0,0.0
20121027,3.0,6.2,85.0,9.7,5.6,2.1,0.2,101670.0,0.0
20121028,7.0,0.1,27.0,13.3,5.0,0.2,3.0,101550.0,0.0
20121029,7.0,1.7,47.0,11.1,9.0,4.6,1.8,100870.0,0.0
20121030,4.0,5.6,77.0,13.2,7.8,4.5,0.2,100460.0,0.0
20121031,6.0,1.5,44.0,10.3,9.7,6.1,9.2,98970.0,0.0
20121101,4.0,3.9,63.0,11.3,8.6,6.8,0.4,97960.0,0.0
20121102,2.0,6.4,79.0,10.3,7.6,3.8,0.0,99120.0,0.0
20121103,3.0,5.1,69.0,8.9,6.3,2.2,11.6,99650.0,0.0
20121104,6.0,0.2,26.0,10.2,5.4,1.9,4.8,99420.0,0.0
20121105,2.0,6.7,77.0,10.1,5.3,0.3,0.0,100640.0,0.0
20121106,4.0,4.2,61.0,10.9,5.4,0.6,0.4,102050.0,0.0
20121107,4.0,4.2,60.0,13.1,7.4,3.8,0.0,102450.0,0.0
20121108,6.0,3.1,51.0,11.5,9.9,6.6,0.0,101930.0,0.0
20121109,7.0,0.4,27.0,10.2,9.7,7.8,4.2,101000.0,0.0
20121110,6.0,0.0,19.0,10.7,9.3,8.3,0.2,99780.0,0.0
20121111,1.0,8.0,77.0,12.7,6.0,1.3,0.2,101170.0,0.0
20121112,8.0,0.0,19.0,15.5,8.0,3.2,1.4,102090.0,0.0
20121113,6.0,1.0,32.0,14.2,11.4,7.3,0.2,102620.0,0.0
20121114,3.0,5.2,60.0,10.1,12.0,9.7,0.0,102640.0,0.0
20121115,6.0,1.3,33.0,12.6,7.1,4.0,0.0,102270.0,0.0
20121116,8.0,0.0,17.0,12.5,9.1,5.6,0.0,101470.0,0.0
20121117,8.0,0.1,20.0,9.9,9.3,6.0,0.0,100780.0,0.0
20121118,2.0,7.0,66.0,12.8,5.6,1.2,0.2,101470.0,0.0
20121119,5.0,1.7,35.0,13.4,7.0,1.2,1.0,101100.0,0.0
20121120,8.0,0.0,16.0,12.1,10.3,7.1,6.2,100840.0,0.0
20121121,6.0,0.0,16.0,13.3,10.8,9.5,4.4,100760.0,0.0
20121122,6.0,0.9,27.0,11.6,9.8,6.3,11.6,101100.0,0.0
20121123,3.0,2.6,39.0,12.6,8.9,6.1,0.2,101160.0,0.0
20121124,6.0,0.0,15.0,11.6,7.4,2.1,12.2,101000.0,0.0
20121125,6.0,3.5,43.0,9.3,8.5,5.4,4.6,100170.0,0.0
20121126,8.0,0.0,15.0,8.6,8.1,6.8,7.0,99830.0,0.0
20121127,8.0,0.0,15.0,7.2,7.7,6.8,1.0,100410.0,0.0
20121128,6.0,0.1,17.0,6.5,6.5,5.8,0.0,101340.0,0.0
20121129,2.0,5.3,50.0,4.9,4.0,1.5,0.0,101290.0,0.0
20121130,4.0,4.5,46.0,6.2,1.7,-1.6,0.0,101210.0,0.0
20121201,3.0,1.1,24.0,10.4,2.5,-1.3,0.2,101480.0,0.0
20121202,2.0,5.5,47.0,10.8,4.2,-2.1,4.6,101650.0,0.0
20121203,6.0,0.2,16.0,8.1,5.2,-0.4,0.4,100750.0,0.0
20121204,2.0,4.8,44.0,4.1,4.6,1.0,1.0,100370.0,0.0
20121205,3.0,3.9,39.0,5.8,1.1,-2.0,0.2,100840.0,0.0
20121206,4.0,0.0,13.0,6.9,0.9,-4.1,2.4,101350.0,0.0
20121207,4.0,4.3,40.0,7.3,2.6,-1.7,0.8,100230.0,0.0
20121208,4.0,6.4,49.0,9.2,4.9,2.5,0.0,102350.0,0.0
20121209,6.0,0.7,20.0,5.9,6.1,2.9,0.0,101930.0,0.0
20121210,1.0,5.1,43.0,2.6,4.1,2.3,0.0,102260.0,0.0
20121211,4.0,4.7,41.0,0.4,0.5,-1.7,0.2,102960.0,0.0
20121212,6.0,0.9,21.0,6.7,-1.9,-4.1,0.0,102060.0,0.0
20121213,6.0,0.4,17.0,11.0,1.5,-3.8,0.4,100560.0,0.0
20121214,6.0,0.0,12.0,11.7,4.8,-1.4,7.4,98550.0,0.0
20121215,4.0,3.3,34.0,10.9,9.2,6.7,0.0,99130.0,0.0
20121216,4.0,4.5,40.0,9.3,7.2,3.5,0.8,99960.0,0.0
20121217,3.0,6.0,46.0,8.1,7.1,4.8,0.0,100170.0,0.0
20121218,6.0,0.3,16.0,8.7,5.9,3.6,0.0,101460.0,0.0
20121219,8.0,0.0,12.0,10.2,5.5,2.2,23.6,101650.0,0.0
20121220,7.0,0.0,12.0,10.0,7.6,5.0,3.6,100220.0,0.0
20121221,4.0,3.4,35.0,13.8,8.1,6.2,9.6,100960.0,0.0
20121222,8.0,0.0,12.0,12.4,10.0,6.2,8.4,100510.0,0.0
20121223,7.0,0.4,17.0,12.5,10.3,8.2,5.4,100360.0,0.0
20121224,7.0,0.0,12.0,9.4,10.0,7.5,8.8,99900.0,0.0
20121225,7.0,0.3,16.0,10.6,8.2,7.0,3.2,99560.0,0.0
20121226,4.0,0.2,15.0,8.5,6.9,3.2,2.4,100410.0,0.0
20121227,6.0,0.5,18.0,12.6,7.2,5.9,4.8,100560.0,0.0
20121228,8.0,0.0,12.0,11.7,9.0,5.3,0.8,101660.0,0.0
20121229,7.0,0.0,12.0,11.4,10.1,8.5,1.6,100390.0,0.0
20121230,4.0,1.1,23.0,11.2,8.2,4.9,0.2,100990.0,0.0
20121231,8.0,0.0,13.0,8.0,8.6,6.0,5.0,100310.0,0.0
20130101,3.0,5.6,46.0,11.0,5.7,3.3,0.0,100790.0,0.0
20130102,7.0,0.0,13.0,11.4,6.5,2.0,0.2,102320.0,0.0
20130103,8.0,0.0,13.0,10.3,8.6,5.7,0.0,103280.0,0.0
20130104,8.0,0.0,13.0,10.9,9.7,9.1,0.0,103740.0,0.0
20130105,7.0,0.0,13.0,9.0,9.4,7.9,0.2,103530.0,0.0
20130106,7.0,0.0,13.0,10.0,7.3,5.5,0.0,103230.0,0.0
20130107,8.0,0.0,13.0,11.5,8.6,7.1,0.0,102680.0,0.0
20130108,7.0,0.7,21.0,9.2,9.5,7.4,3.4,102420.0,0.0
20130109,4.0,3.3,38.0,3.5,8.6,8.0,0.0,102130.0,0.0
20130110,7.0,0.0,14.0,7.4,1.4,-0.7,0.2,101600.0,0.0
20130111,6.0,2.3,33.0,4.8,4.1,0.7,3.2,101770.0,0.0
20130112,7.0,0.0,14.0,3.6,2.6,0.4,0.2,101290.0,0.0
20130113,6.0,1.1,26.0,3.4,1.7,-0.3,0.0,101910.0,0.0
20130114,7.0,0.0,14.0,2.7,1.6,-0.3,4.8,101160.0,0.0
20130115,5.0,0.7,23.0,0.3,1.3,-0.1,0.0,100940.0,0.0
20130116,6.0,1.3,28.0,2.6,-1.2,-2.6,0.0,101340.0,0.0
20130117,7.0,0.5,22.0,0.6,-1.2,-4.9,0.2,101740.0,0.0
20130118,8.0,0.0,15.0,1.0,-0.6,-1.8,1.5,100390.0,0.0
20130119,8.0,0.0,16.0,-0.2,-0.6,-2.1,0.8,99750.0,3.0
20130120,7.0,0.0,16.0,2.0,-0.8,-1.4,3.0,99520.0,2.0
20130121,7.0,0.4,22.0,3.1,0.3,-1.5,0.4,99460.0,5.0
20130122,5.0,0.0,16.0,2.5,-0.8,-4.7,1.2,100150.0,3.0
20130123,8.0,0.0,17.0,2.3,1.0,-0.6,0.6,100770.0,0.0
20130124,8.0,0.0,17.0,3.6,1.7,1.1,0.0,101660.0,0.0
20130125,8.0,0.0,17.0,10.7,1.6,-0.5,4.8,101440.0,0.0
20130126,5.0,4.1,52.0,10.0,5.9,1.0,9.2,100640.0,0.0
20130127,4.0,4.8,56.0,11.9,6.8,3.6,0.2,99780.0,0.0
20130128,4.0,0.8,29.0,13.8,7.2,2.4,2.8,100540.0,0.0
20130129,8.0,0.0,18.0,11.7,8.7,3.6,6.2,100320.0,0.0
20130130,4.0,5.2,61.0,10.2,10.2,8.6,1.2,100700.0,0.0
20130131,4.0,3.7,53.0,7.6,8.4,6.6,5.8,101250.0,0.0
20130201,6.0,1.4,36.0,5.7,6.2,4.7,0.6,100250.0,0.0
20130202,3.0,5.8,68.0,10.4,4.1,2.4,0.0,101600.0,0.0
20130203,7.0,0.0,20.0,11.0,4.6,-1.3,0.0,101890.0,0.0
20130204,5.0,4.3,60.0,6.3,7.5,4.0,3.0,101240.0,0.0
20130205,5.0,4.9,65.0,6.0,4.0,1.7,1.0,100020.0,0.0
20130206,6.0,1.1,37.0,5.7,4.4,2.8,0.0,100720.0,0.0
20130207,3.0,4.4,64.0,6.1,2.7,-0.3,0.2,101820.0,0.0
20130208,5.0,4.6,66.0,4.9,3.0,-0.1,0.2,101960.0,0.0
20130209,8.0,0.0,22.0,5.3,3.0,1.0,2.4,101890.0,0.0
20130210,8.0,0.0,23.0,2.0,4.0,2.7,17.6,99930.0,0.0
20130211,8.0,0.0,23.0,2.3,1.2,0.4,4.2,99930.0,0.0
20130212,8.0,0.0,24.0,8.9,1.6,0.9,0.2,101530.0,0.0
20130213,8.0,0.0,24.0,12.1,4.7,0.5,1.8,102110.0,0.0
20130214,6.0,4.2,69.0,10.7,6.4,0.6,0.0,101140.0,0.0
20130215,4.0,4.1,69.0,10.2,6.2,1.7,0.0,101990.0,0.0
20130216,8.0,0.5,35.0,10.4,6.9,3.5,0.2,102350.0,0.0
20130217,2.0,4.3,73.0,9.1,5.7,0.9,0.0,102160.0,0.0
20130218,0.0,7.6,98.0,11.1,5.2,1.2,0.2,102040.0,0.0
20130219,0.0,9.1,110.0,5.4,4.8,-1.5,0.2,101960.0,0.0
20130220,5.0,5.1,83.0,2.3,3.1,0.7,0.2,102310.0,0.0
20130221,8.0,0.0,28.0,2.5,1.4,0.5,0.0,102400.0,0.0
20130222,8.0,0.1,32.0,2.5,1.4,0.2,0.0,102070.0,0.0
20130223,8.0,0.1,32.0,2.9,1.3,0.1,0.0,102110.0,0.0
20130224,8.0,0.0,29.0,4.3,1.5,0.1,0.0,102430.0,0.0
20130225,8.0,0.0,30.0,5.0,2.6,0.9,0.4,102740.0,0.0
20130226,8.0,0.0,30.0,6.6,3.7,2.4,0.2,103240.0,0.0
20130227,6.0,3.3,75.0,9.1,4.3,2.0,0.0,103440.0,0.0
20130228,5.0,0.0,31.0,7.1,5.2,1.3,0.2,102990.0,0.0
20130301,8.0,0.0,35.0,5.7,4.8,2.4,0.2,102940.0,0.0
20130302,6.0,1.2,60.0,8.8,4.2,2.6,0.0,102790.0,0.0
20130303,4.0,2.4,76.0,9.7,3.0,-2.8,0.0,102360.0,0.0
20130304,1.0,9.3,145.0,16.1,5.3,0.8,0.0,101370.0,0.0
20130305,0.0,9.7,150.0,13.8,8.1,0.1,0.0,100460.0,0.0
20130306,6.0,0.1,42.0,10.3,9.3,4.8,4.8,100060.0,0.0
20130307,7.0,0.0,38.0,10.4,8.8,7.3,1.8,99700.0,0.0
20130308,8.0,0.0,39.0,7.2,9.4,8.4,6.8,99760.0,0.0
20130309,8.0,0.0,39.0,4.2,6.5,5.7,0.2,100270.0,0.0
20130310,8.0,0.0,40.0,0.9,3.4,2.5,0.0,100620.0,0.0
20130311,7.0,0.0,41.0,5.0,0.2,-0.5,0.0,100760.0,0.0
20130312,6.0,6.4,132.0,7.6,1.4,-2.3,0.0,100920.0,0.0
20130313,4.0,6.0,129.0,7.8,3.8,-0.1,0.0,101090.0,0.0
20130314,3.0,6.0,131.0,9.4,2.2,-3.4,1.2,101570.0,0.0
20130315,8.0,0.3,54.0,9.4,5.6,1.8,6.6,100740.0,0.0
20130316,7.0,1.2,72.0,7.5,7.9,6.3,7.6,99570.0,0.0
20130317,7.0,0.1,49.0,8.1,5.3,3.1,6.6,99030.0,0.0
20130318,6.0,0.0,45.0,8.6,3.4,-1.3,1.8,99110.0,0.0
20130319,6.0,1.5,80.0,7.0,5.7,2.8,0.2,99760.0,0.0
20130320,7.0,0.3,57.0,7.1,4.3,1.6,0.0,100690.0,0.0
20130321,7.0,1.3,78.0,5.6,3.6,0.0,6.0,101580.0,0.0
20130322,8.0,0.1,53.0,1.8,4.0,2.4,7.4,100960.0,0.0
20130323,8.0,0.0,48.0,1.4,1.3,0.8,1.6,100990.0,0.0
20130324,8.0,0.0,49.0,1.5,0.7,0.0,0.0,101300.0,0.0
20130325,8.0,0.0,49.0,2.4,0.6,-0.4,0.0,101460.0,0.0
20130326,8.0,0.0,50.0,4.8,1.5,0.5,0.0,101360.0,0.0
20130327,8.0,3.3,116.0,5.2,2.1,-0.7,0.0,101180.0,0.0
20130328,6.0,3.5,120.0,7.4,1.9,-1.5,0.0,101250.0,0.0
20130329,6.0,4.0,128.0,5.8,2.7,-2.0,0.0,101100.0,0.0
20130330,8.0,1.5,90.0,5.9,3.5,1.1,0.0,101160.0,0.0
20130331,4.0,4.1,132.0,6.9,1.8,-2.3,0.0,101460.0,0.0
20130401,5.0,3.8,129.0,8.6,3.8,0.7,0.0,101160.0,0.0
20130402,0.0,12.2,229.0,6.0,4.1,-0.4,0.0,101510.0,0.0
20130403,5.0,2.4,110.0,3.7,2.8,-0.4,0.0,101760.0,0.0
20130404,7.0,0.0,56.0,8.5,2.2,0.6,0.4,101450.0,0.0
20130405,7.0,1.2,90.0,10.7,5.0,1.5,0.0,101580.0,0.0
20130406,1.0,9.9,212.0,10.4,5.4,0.1,0.0,102370.0,0.0
20130407,1.0,7.6,187.0,11.2,4.6,-1.2,0.0,101970.0,0.0
20130408,5.0,4.2,143.0,9.7,7.7,4.1,2.4,100530.0,0.0
20130409,7.0,0.0,59.0,11.1,6.7,3.6,0.2,99750.0,0.0
20130410,5.0,3.1,128.0,13.4,7.0,2.8,10.4,100340.0,0.0
20130411,7.0,1.4,99.0,13.2,9.2,4.9,5.6,99710.0,0.0
20130412,6.0,1.3,98.0,15.1,9.7,6.1,3.4,99790.0,0.0
20130413,7.0,1.3,99.0,19.9,9.7,4.2,4.4,101120.0,0.0
20130414,5.0,7.3,193.0,15.7,14.8,9.7,0.0,101320.0,0.0
20130415,5.0,3.2,135.0,17.1,13.2,10.6,0.0,101690.0,0.0
20130416,5.0,4.9,163.0,18.8,13.2,9.3,0.0,101550.0,0.0
20130417,5.0,2.8,131.0,15.4,13.8,8.7,0.0,101400.0,0.0
20130418,3.0,6.3,185.0,13.6,12.2,8.9,1.6,101360.0,0.0
20130419,5.0,2.9,134.0,14.0,10.1,6.6,0.0,102630.0,0.0
20130420,0.0,13.1,272.0,14.8,8.4,2.8,0.0,103250.0,0.0
20130421,2.0,7.9,210.0,15.5,8.1,1.4,0.0,102150.0,0.0
20130422,6.0,3.6,149.0,20.7,11.0,6.5,0.0,101610.0,0.0
20130423,2.0,12.8,273.0,20.3,15.0,9.2,0.0,101980.0,0.0
20130424,4.0,6.4,193.0,22.8,14.4,8.5,0.2,102380.0,0.0
20130425,4.0,10.5,248.0,13.4,16.4,9.9,2.8,102070.0,0.0
20130426,5.0,4.3,164.0,11.4,10.0,6.6,0.0,101540.0,0.0
20130427,4.0,5.8,188.0,12.1,7.2,2.9,2.6,101560.0,0.0
20130428,4.0,4.9,175.0,14.8,6.3,0.5,0.0,101680.0,0.0
20130429,4.0,7.6,216.0,14.7,11.2,7.5,0.0,101700.0,0.0
20130430,2.0,10.1,250.0,16.5,9.5,4.2,0.0,102480.0,0.0
20130501,2.0,10.2,253.0,17.6,10.2,3.8,0.0,102430.0,0.0
20130502,0.0,13.5,294.0,19.4,11.3,5.0,0.0,102280.0,0.0
20130503,0.0,13.0,290.0,17.2,12.1,4.7,0.0,101980.0,0.0
20130504,4.0,5.9,197.0,18.7,12.5,7.7,1.0,101750.0,0.0
20130505,6.0,2.4,139.0,22.0,12.7,6.7,0.0,102190.0,0.0
20130506,3.0,12.2,284.0,22.6,16.4,10.8,0.0,102000.0,0.0
20130507,0.0,12.6,290.0,17.9,15.9,9.1,0.6,101610.0,0.0
20130508,6.0,1.1,112.0,14.9,15.0,12.0,0.2,100720.0,0.0
20130509,4.0,6.9,216.0,18.3,10.9,6.9,0.8,100830.0,0.0
20130510,7.0,0.0,75.0,14.1,14.0,9.6,1.8,101050.0,0.0
20130511,6.0,2.4,142.0,15.4,10.5,6.8,2.4,101090.0,0.0
20130512,5.0,6.9,219.0,15.8,10.2,5.0,0.4,101470.0,0.0
20130513,5.0,6.3,210.0,12.3,13.2,10.5,0.0,101170.0,0.0
20130514,8.0,1.5,125.0,14.4,9.8,7.3,7.6,100260.0,0.0
20130515,6.0,1.3,121.0,16.9,10.3,6.1,0.6,99450.0,0.0
20130516,2.0,8.6,246.0,12.6,10.2,3.4,0.2,99980.0,0.0
20130517,6.0,0.7,106.0,16.0,9.7,6.7,0.0,100640.0,0.0
20130518,6.0,1.7,131.0,18.8,12.4,8.8,0.0,100820.0,0.0
20130519,3.0,3.2,162.0,17.3,13.7,8.6,0.2,101140.0,0.0
20130520,7.0,0.0,79.0,15.3,14.1,10.9,0.0,101170.0,0.0
20130521,7.0,1.1,118.0,15.0,13.9,12.4,0.4,101610.0,0.0
20130522,6.0,1.8,135.0,11.7,12.4,9.7,0.0,101870.0,0.0
20130523,5.0,5.9,211.0,9.9,8.7,5.7,0.6,101370.0,0.0
20130524,7.0,0.2,92.0,16.2,7.7,5.5,4.8,100970.0,0.0
20130525,3.0,10.3,276.0,19.8,10.8,5.3,0.0,102070.0,0.0
20130526,1.0,14.3,328.0,18.2,12.9,6.0,0.0,101840.0,0.0
20130527,2.0,12.8,310.0,12.0,12.1,6.0,4.0,100860.0,0.0
20130528,8.0,0.0,81.0,13.2,10.8,9.6,12.2,100050.0,0.0
20130529,7.0,1.1,121.0,15.2,10.4,7.5,4.0,100480.0,0.0
20130530,8.0,0.1,89.0,21.9,12.8,10.4,0.0,101100.0,0.0
20130531,6.0,5.3,205.0,18.8,16.7,11.4,0.0,101830.0,0.0
20130601,4.0,7.9,246.0,18.7,14.4,10.0,0.0,102340.0,0.0
20130602,2.0,11.6,297.0,19.3,13.5,8.2,0.0,102890.0,0.0
20130603,1.0,13.2,318.0,21.2,14.0,8.7,0.0,103140.0,0.0
20130604,0.0,14.1,329.0,21.5,14.3,7.4,0.0,102680.0,0.0
20130605,3.0,9.1,265.0,22.9,15.0,8.5,0.0,102150.0,0.0
20130606,2.0,13.3,320.0,20.6,15.7,8.5,0.4,102160.0,0.0
20130607,5.0,4.6,196.0,18.6,15.1,9.6,0.6,102310.0,0.0
20130608,4.0,11.4,297.0,15.3,13.8,8.9,0.0,102140.0,0.0
20130609,8.0,0.3,98.0,16.1,12.9,10.5,0.0,101670.0,0.0
20130610,8.0,0.1,89.0,18.1,13.3,10.5,0.0,101570.0,0.0
20130611,6.0,0.6,109.0,17.8,13.3,8.5,0.0,101360.0,0.0
20130612,8.0,0.3,99.0,19.3,15.8,13.7,2.2,101110.0,0.0
20130613,7.0,1.5,135.0,19.7,16.2,13.0,0.0,101140.0,0.0
20130614,5.0,5.1,206.0,18.3,14.4,9.1,1.0,101570.0,0.0
20130615,6.0,6.3,226.0,18.2,14.5,10.7,3.0,100870.0,0.0
20130616,6.0,2.5,158.0,21.3,14.9,11.5,0.2,101380.0,0.0
20130617,5.0,0.2,95.0,21.0,17.0,12.7,0.0,101400.0,0.0
20130618,5.0,3.2,172.0,26.1,17.3,13.5,0.0,101440.0,0.0
20130619,5.0,4.9,203.0,21.3,20.7,15.3,0.0,101470.0,0.0
20130620,6.0,2.0,147.0,23.7,19.0,16.6,0.0,101180.0,0.0
20130621,6.0,3.3,174.0,19.4,18.8,13.9,1.6,101010.0,0.0
20130622,7.0,1.1,125.0,18.6,15.6,11.8,0.2,100670.0,0.0
